URL	LAST ACCESSED
http://record.goshen.edu/2009/01/1422-seniors-make-a-scene-prepare-for-busy-weekend-of-recitals-at-umble-center	2012/07/24 07:00:50
http://news.lib.ncsu.edu/als/2010/02/09/new-books-in-agriculture-and-life-sciences-20/	2012/07/24 07:01:13
http://blogs.jhu.edu/dejime/?p=1102	2012/07/24 07:01:30
http://blogs.ischool.berkeley.edu/paul/2008/08/08/alternate-ways-to-end-discrimination-on-the-internet/	2012/07/24 07:02:34
http://clarkvoices.clarku.edu/2009/01/26/life-after-clark-bonnie-j-hall-01/	2012/07/24 07:02:52
http://news.mst.edu/2009/05/missouri_st_to_award_honorary_2.html	2012/07/24 07:05:04
http://ceitl.zanestate.edu/blog/archives/2005/02/go-away-receivedread-email-receipt/	2012/07/24 07:05:25
http://studyabroad.blogs.bucknell.edu/2010/01/18/new-zealand-the-land-of-many-kiwis/	2012/07/24 07:05:56
http://macheney.blogs.plymouth.edu/feminism/	2012/07/24 07:06:01
http://aha.stanford.edu/?p=1077	2012/07/24 07:06:06
http://www.cif.iastate.edu/MassSpec/pages/frames/hlp/wellsfargohome.html	2012/07/24 07:08:41
http://jerz.setonhill.edu/DennisJerz/writing/grammar/act-pass.html	2012/07/24 07:10:00
http://blogs.musc.edu/womenspeak/post/2008/12/The-Truth-About-IUDs.aspx	2012/07/24 07:11:54
http://eecs-newsletter.mit.edu/articles/2007-fall/eecs-grads-they%E2%80%99re-everywhere-and-they%E2%80%99re-versatile/	2012/07/24 07:12:17
http://cgvw.ics.uci.edu/?p=195	2012/07/24 07:14:16
http://www.cio.wisc.edu/blog/post/pandemic-prep-makes-good-business-sense.aspx	2012/07/24 07:14:17
http://career.ucsb.edu/blog/post/LSAT.aspx	2012/07/24 07:14:54
http://apps.lib.csus.edu/blogs/blog/2008/12/18/thinking-of-charitable-holiday-giving/	2012/07/24 07:15:10
http://kanm.tamu.edu/frequency/?p=116	2012/07/24 07:15:29
http://www.nmmi.edu/wordpress/?p=3051	2012/07/24 07:15:39
http://boykin.acis.ufl.edu/?p=109	2012/07/24 07:16:28
http://blogs.ucollege.edu/gmu/2010/01/22/its-january-22-good-morning-union-2/	2012/07/24 07:16:46
http://paradise.utah.gov/?p=139	2012/07/24 07:17:21
http://paradise.utah.gov/?p=139	2012/07/24 07:17:26
http://the.jhu.edu/circlek/?p=188	2012/07/24 07:18:41
http://ali.unt.edu/?p=166	2012/07/24 07:20:40
http://lr.edu/blog/lrunews/?p=1136	2012/07/24 07:20:52
http://academic.aucegypt.edu/wpmu/senate/2009/12/22/senate-retreat-minutes-121209/	2012/07/24 07:22:12
http://www.stat.columbia.edu/~cook/movabletype/archives/2005/07/publicity.html	2012/07/24 07:22:58
http://www.psu.edu/dept/laus/2010/02/questions-of-a-senior-spring-to-print-or-not-to-print.html	2012/07/24 07:24:35
http://dgdc.blogs.delaware.gov/2009/09/24/strategic-planning-workshop/	2012/07/24 07:24:37
http://paradise.utah.gov/?p=257	2012/07/24 07:25:03
http://www.press.uillinois.edu/wordpress/?p=1232	2012/07/24 07:25:28
http://news.cibu.edu/?item=55&descr=online-football-betting	2012/07/24 07:25:48
http://www.cs.toronto.edu/~lungj/blog/?p=6	2012/07/24 07:26:33
http://libweb.lib.buffalo.edu/blog/bizbrary/?p=1119	2012/07/24 07:27:54
http://blogs.asburyseminary.edu/this-week-at-asbury-kentucky/2009/09/congratulations-you-are-an-mvp/	2012/07/24 07:28:26
http://collegepuzzle.stanford.edu/?p=219	2012/07/24 07:28:37
http://career.ucsb.edu/blog/post/Putting-an-End-to-Pre-Graduation-Anxiety.aspx	2012/07/24 07:32:30
http://www.stat.columbia.edu/~cook/movabletype/archives/2007/10/maintaining_com.html	2012/07/24 07:32:43
http://apps.exploratorium.edu/blogs/marym/2007/05/31/whale-tales-part-2/	2012/07/24 07:32:48
http://blogs.oregonstate.edu/careerservices/2009/09/16/informational-interviewing/	2012/07/24 07:34:52
http://www.math.columbia.edu/~woit/wordpress/?p=2639	2012/07/24 07:35:22
http://robotics.cs.uml.edu/fileadmin/content/research/current/wheelchairarm/Robotic_Arm_Opens_Doors_for_Wheelchairs__Video____Singularity_Hub.pdf	2012/07/24 07:35:54
http://www.indstate.edu/blogs/bailee/?p=70	2012/07/24 07:36:06
http://blog.lsc.edu/caschm02/sports-male-dominated/	2012/07/24 07:37:00
