URL	LAST ACCESSED
http://radio.utdallas.edu/blog/?p=121	2012/07/24 07:00:04
http://blog.utc.edu/GOLD/2009/10/27/get-your-spook-on-at-the-halloween-mocs-football-game/	2012/07/24 07:00:07
http://blogs.dickinson.edu/ethnography-jewish-experience/2010/01/14/dickinson-students-at-work-on-the-jewish-immigration-to-argentina-mosaic/	2012/07/24 07:01:13
http://homecomingmemories.syr.edu/2007/09/04/homecoming/	2012/07/24 07:01:38
http://scripts.mit.edu/~birge/blog/accelerating-code-using-gccs-prefetch-extension/	2012/07/24 07:03:21
http://mitsloan.mit.edu/corporate/pdf/The%20Business%20Innovation%20Insider_Browne.pdf	2012/07/24 07:03:43
http://blog.sheffield.edu/2007/08/elegant-design-on-the-silver-screen/	2012/07/24 07:04:29
http://www.cudc.kent.edu/blog/?p=1132	2012/07/24 07:05:50
http://jeffline.jefferson.edu/aisrnews/?p=911	2012/07/24 07:05:52
http://gohawks.newpaltz.edu/cross-country/thoughts-on-todays-workout-9-15.html	2012/07/24 07:07:02
http://blogs.cornell.edu/agsci/2009/05/29/we-celebrate-graduates/	2012/07/24 07:07:30
http://www.stanford.edu/group/ccr/blog/2009/03/leadership_through_the_eyes_of.html	2012/07/24 07:07:37
http://blogs.queens.edu/CareerExpert/?p=59	2012/07/24 07:07:40
http://mlab.cca.edu/2009/01/aortic-arc/	2012/07/24 07:07:47
http://blogs.lvc.edu/GS/post/Sates-set-low-bar-for-student-achievement.aspx	2012/07/24 07:08:22
http://www.lagrange.edu/blogs/?p=347	2012/07/24 07:09:09
http://soundmedicine.iu.edu/blog/2009/09/08/authors-we-are-looking-forward-to-talking-to/	2012/07/24 07:09:30
http://paradise.utah.gov/?p=295	2012/07/24 07:09:37
http://aquarium.ucsd.edu/blog/2009/12/18/behind-the-scenes-with-seahorses/	2012/07/24 07:10:08
http://focalpoint.cas.msu.edu/?p=443	2012/07/24 07:10:26
http://blogs.jmc.ksu.edu/jmccentennialcelebration/2010/01/26/save-the-date/	2012/07/24 07:12:07
